Age,FrequentFlyer,AnnualIncomeClass,ServicesOpted,AccountSyncedToSocialMedia,BookedHotelOrNot,Target,FrequentFlyerBit,SocialMediaBit,BookedHotelBit,High_Income,Middle_Income,Low_Income,Churn_Probability,Churn_Predicted,Churn_Probability_XGB,Churn_Predicted_XGB
38,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.037762052,0,0.08595843,0
27,No,Low Income,2,No,No,1,0,0,0,0,0,1,0.223910735,0,0.98894894,1
29,No,Middle Income,5,Yes,Yes,0,0,1,1,0,1,0,0.165251077,0,0.002012135,0
35,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.396068821,0,0.9461919,1
30,No,Low Income,4,Yes,No,0,0,1,0,0,0,1,0.465465556,0,0.16380711,0
31,No,Middle Income,2,No,Yes,0,0,0,1,0,1,0,0.023331666,0,0.000641962,0
30,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.113559138,0,0.001876127,0
28,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.678152818,1,0.99837613,1
28,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.106061721,0,0.010980716,0
31,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.053194881,0,0.000648343,0
30,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.054901932,0,6.87E-05,0
31,Yes,High Income,4,No,No,0,1,0,0,1,0,0,0.762138894,1,0.07397557,0
28,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.051979702,0,0.002365431,0
30,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.300291503,0,0.97070307,1
38,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.030945877,0,0.000929075,0
35,Yes,High Income,6,No,Yes,1,1,0,1,1,0,0,0.620531177,1,0.99645376,1
34,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.151270329,0,0.004571874,0
30,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.123788275,0,0.004143,0
30,No,Middle Income,4,No,Yes,0,0,0,1,0,1,0,0.052374625,0,0.000106181,0
38,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.204562485,0,0.003761543,0
36,Yes,Low Income,3,No,Yes,1,1,0,1,0,0,1,0.223883255,0,0.9753312,1
31,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.053194881,0,0.000648343,0
31,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.20900513,0,0.003407149,0
34,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.427850681,0,0.36892495,0
33,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.012734745,0,0.000270674,0
30,No,Low Income,4,No,Yes,0,0,0,1,0,0,1,0.143759189,0,0.000239338,0
36,No,Middle Income,3,Yes,Yes,0,0,1,1,0,1,0,0.037472956,0,0.001260243,0
34,Yes,High Income,1,Yes,No,1,1,1,0,1,0,0,0.622511909,1,0.5629035,1
34,No,Low Income,5,No,No,0,0,0,0,0,0,1,0.249661661,0,0.000721697,0
27,No,Middle Income,2,No,No,1,0,0,0,0,1,0,0.086736865,0,0.9972344,1
31,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.089542694,0,0.0030617,0
36,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.424414722,0,0.62071085,1
37,No,Middle Income,4,Yes,No,0,0,1,0,0,1,0,0.102641912,0,0.00332654,0
30,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.060206232,0,0.000863661,0
30,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.054901932,0,6.87E-05,0
30,Yes,High Income,1,No,Yes,0,1,0,1,1,0,0,0.349589478,0,0.014865185,0
37,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.016549014,0,0.000284587,0
28,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.358146697,0,0.9958626,1
37,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.035133517,0,0.00085593,0
28,Yes,High Income,4,No,No,1,1,0,0,1,0,0,0.826092247,1,0.9907996,1
37,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.048632135,0,0.001106285,0
29,No,Low Income,5,No,No,0,0,0,0,0,0,1,0.390744219,0,0.004719357,0
34,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.024339795,0,0.000467261,0
34,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.303004192,0,0.000807999,0
35,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.045202748,0,0.001849629,0
30,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.100834644,0,0.002411765,0
28,No,Low Income,4,Yes,No,0,0,1,0,0,0,1,0.53099395,1,0.44520363,0
30,Yes,High Income,1,Yes,No,0,1,1,0,1,0,0,0.735986162,1,0.38642016,0
36,Yes,Low Income,1,No,Yes,0,1,0,1,0,0,1,0.12447375,0,0.004207711,0
28,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.358146697,0,0.9958626,1
35,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.019732748,0,0.000919797,0
36,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.365141132,0,0.6625221,1
31,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.20900513,0,0.003407149,0
30,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.115032877,0,9.58E-05,0
34,No,Middle Income,5,No,Yes,0,0,0,1,0,1,0,0.044499937,0,0.001187188,0
33,Yes,Low Income,1,No,Yes,0,1,0,1,0,0,1,0.17407888,0,0.000882275,0
37,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.074331272,0,0.002051127,0
36,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.060397216,0,0.008173907,0
28,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.142779017,0,0.005752618,0
28,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.62171957,1,0.99440694,1
37,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.042831298,0,0.09346943,0
30,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.162906464,0,0.002171518,0
29,No,Low Income,3,Yes,No,0,0,1,0,0,0,1,0.410744723,0,0.07439876,0
30,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.558323372,1,0.41210014,0
30,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.120200204,0,8.51E-05,0
29,No,Middle Income,2,No,Yes,0,0,0,1,0,1,0,0.030124101,0,0.002162899,0
36,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.018826299,0,0.000705283,0
30,Yes,Low Income,5,Yes,No,1,1,1,0,0,0,1,0.869654447,1,0.9848817,1
30,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.083623053,0,5.19E-05,0
34,Yes,Low Income,2,No,No,0,1,0,0,0,0,1,0.382427655,0,0.001507697,0
27,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.079292371,0,0.002949957,0
37,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.335287712,0,0.33869052,0
27,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.05884084,0,0.001455346,0
31,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.145790461,0,0.001660897,0
36,No,Middle Income,4,No,Yes,0,0,0,1,0,1,0,0.024530154,0,0.001168972,0
30,Yes,High Income,6,No,Yes,1,1,0,1,1,0,0,0.759151998,1,0.97914493,1
27,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.308754917,0,0.026089275,0
38,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.047110312,0,0.0114355,0
31,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.01649425,0,0.000127937,0
31,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.391909395,0,0.004561121,0
30,No,Middle Income,5,No,Yes,0,0,0,1,0,1,0,0.072981943,0,0.000398759,0
37,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.049310141,0,0.001324637,0
30,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.113559138,0,0.001876127,0
31,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.525755633,1,0.57897615,1
